id,prediction
1855,592.7929
1856,715.7553
1857,818.35376
1858,857.1385
1859,875.6826
1860,854.9735
1861,819.0504
1862,659.2287
1863,521.9561
1864,354.26715
1865,235.27875
1866,125.578896
1867,49.587406
1868,15.171572
1869,0.059656426
1870,0.077343
1871,0.0
1872,0.0
1873,1.686972
1874,21.707012
1875,49.048714
1876,123.79096
1877,195.6254
1878,362.59027
1879,487.9704
1880,551.2766
1881,655.4515
1882,699.0139
1883,638.99603
1884,465.564
1885,312.62445
1886,229.33694
1887,242.6589
1888,243.62755
1889,132.60892
1890,63.46878
1891,31.521446
1892,5.1841908
1893,0.49393663
1894,0.77192706
1895,0.0
1896,0.0
1897,0.46072316
1898,13.531827
1899,36.10305
1900,66.38067
1901,116.406006
1902,270.6489
1903,497.9234
1904,574.49835
1905,582.78076
1906,651.89636
1907,733.04456
1908,796.1392
1909,767.33545
1910,660.2367
1911,536.2657
1912,350.13803
1913,241.47481
1914,141.44139
1915,48.178677
1916,13.464263
1917,0.5208812
1918,0.2685211
1919,0.0
1920,0.0
1921,1.1679515
1922,24.176184
1923,59.831936
1924,103.74353
1925,220.88275
1926,424.89484
1927,586.77905
1928,704.192
1929,804.1865
1930,865.7633
1931,844.979
1932,847.3147
1933,793.9278
1934,651.7562
1935,527.23083
1936,359.6866
1937,266.57593
1938,132.13867
1939,57.33823
1940,14.298139
1941,0.0
1942,0.0
1943,0.0
1944,0.111168936
1945,0.0
1946,17.221579
1947,54.582954
1948,112.00284
1949,222.8097
1950,412.40036
1951,601.2762
1952,710.97437
1953,778.9064
1954,833.31976
1955,802.2267
1956,575.3883
1957,582.83887
1958,514.8053
1959,358.77164
1960,267.61697
1961,179.54034
1962,104.53743
1963,36.222717
1964,12.577909
1965,0.0
1966,2.2811422
1967,0.0
1968,0.0
1969,0.25137803
1970,13.84123
1971,24.682322
1972,59.562336
1973,75.17496
1974,156.37746
1975,247.18326
1976,240.5314
1977,205.90523
1978,221.56259
1979,435.90472
1980,520.2438
1981,640.8384
1982,626.8598
1983,527.18536
1984,311.63412
1985,242.3782
1986,135.94109
1987,50.47709
1988,14.082623
1989,1.9916205
1990,0.55488604
1991,0.21943289
1992,1.3218563
1993,1.86404
1994,1.5696319
1995,19.316805
1996,21.28132
1997,42.565845
1998,59.79296
1999,90.609314
2000,163.93393
2001,205.34576
2002,249.61919
2003,217.30177
2004,251.07387
2005,270.64526
2006,254.48692
2007,345.22034
2008,267.79977
2009,164.91005
2010,113.17563
2011,41.624603
2012,8.255778
2013,3.3541996
2014,1.5655751
2015,0.0
2016,0.0
2017,1.1654907
2018,19.008072
2019,46.337425
2020,108.41871
2021,236.21019
2022,409.14194
2023,594.67584
2024,690.74945
2025,784.6817
2026,843.35803
2027,885.48114
2028,847.18384
2029,676.7416
2030,600.99414
2031,368.79196
2032,219.44978
2033,180.27313
2034,89.36501
2035,30.385517
2036,11.653693
2037,0.380514
2038,0.0
2039,0.26767924
2040,0.0
2041,0.7039542
2042,21.57694
2043,54.11988
2044,115.51178
2045,214.01218
2046,402.53876
2047,541.98627
2048,653.00757
2049,673.7
2050,832.15515
2051,849.50476
2052,828.73706
2053,770.93115
2054,597.4065
2055,437.32465
2056,244.43425
2057,176.0449
2058,118.91152
2059,45.978996
2060,16.978348
2061,0.0
2062,0.13926059
2063,0.0
2064,0.0
2065,2.340174
2066,15.098715
2067,35.84495
2068,75.95717
2069,114.7891
2070,158.69313
2071,183.62814
2072,175.72227
2073,194.21982
2074,315.94287
2075,318.85657
2076,283.25137
2077,267.83817
2078,157.79932
2079,165.60779
2080,126.42742
2081,69.55168
2082,52.250465
2083,7.5811825
2084,0.91004133
2085,0.0
2086,1.8847548
2087,0.0
2088,0.0
2089,0.71509
2090,4.6501646
2091,16.040571
2092,14.566804
2093,39.799335
2094,56.576477
2095,112.02868
2096,123.652016
2097,86.33413
2098,129.84546
2099,181.28107
2100,203.80157
2101,215.31021
2102,184.79613
2103,185.39915
2104,134.35571
2105,96.134346
2106,63.397976
2107,19.815598
2108,4.1940637
2109,0.0
2110,0.15228052
2111,0.0
2112,0.0
2113,0.0
2114,19.616358
2115,52.884373
2116,114.77282
2117,196.24881
2118,318.32208
2119,501.42987
2120,565.25104
2121,576.20966
2122,669.22656
2123,640.88727
2124,584.3012
2125,490.008
2126,457.49274
2127,273.03848
2128,187.97198
2129,140.9937
2130,92.222435
2131,32.962585
2132,16.077618
2133,1.9276187
2134,0.08160786
2135,0.0
2136,0.15691957
2137,0.07154089
2138,2.9476955
2139,28.654108
2140,51.33147
2141,78.098335
2142,93.85968
2143,96.19015
2144,151.49489
2145,304.60583
2146,394.01715
2147,409.89102
2148,408.78812
2149,434.45947
2150,301.22113
2151,196.5601
2152,123.16518
2153,91.258156
2154,48.29076
2155,34.533806
2156,14.550352
2157,2.3472593
2158,0.0
2159,0.0
